Cell_Quality	cell_count	site	plate	well	site_location	Metadata_dataset_split
Perfect	1845	SABER_Plate_1-Well3-78	SABER_Plate_1	Well3	78	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	1482	SABER_Plate_1-Well3-78	SABER_Plate_1	Well3	78	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	775	SABER_Plate_1-Well3-78	SABER_Plate_1	Well3	78	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	571	SABER_Plate_1-Well3-78	SABER_Plate_1	Well3	78	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	1733	SABER_Plate_1-Well1-98	SABER_Plate_1	Well1	98	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	1230	SABER_Plate_1-Well1-98	SABER_Plate_1	Well1	98	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	1122	SABER_Plate_1-Well1-98	SABER_Plate_1	Well1	98	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	246	SABER_Plate_1-Well1-98	SABER_Plate_1	Well1	98	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	186	SABER_Plate_1-Well1-98	SABER_Plate_1	Well1	98	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	4556	SABER_Plate_1-Well4-86	SABER_Plate_1	Well4	86	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	3395	SABER_Plate_1-Well4-86	SABER_Plate_1	Well4	86	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	2165	SABER_Plate_1-Well4-86	SABER_Plate_1	Well4	86	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	889	SABER_Plate_1-Well4-86	SABER_Plate_1	Well4	86	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	794	SABER_Plate_1-Well4-86	SABER_Plate_1	Well4	86	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	2794	SABER_Plate_1-Well5-58	SABER_Plate_1	Well5	58	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	2581	SABER_Plate_1-Well5-58	SABER_Plate_1	Well5	58	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	1360	SABER_Plate_1-Well5-58	SABER_Plate_1	Well5	58	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	1014	SABER_Plate_1-Well5-58	SABER_Plate_1	Well5	58	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	994	SABER_Plate_1-Well5-58	SABER_Plate_1	Well5	58	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	2765	SABER_Plate_1-Well6-40	SABER_Plate_1	Well6	40	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	2174	SABER_Plate_1-Well6-40	SABER_Plate_1	Well6	40	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	789	SABER_Plate_1-Well6-40	SABER_Plate_1	Well6	40	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	692	SABER_Plate_1-Well6-40	SABER_Plate_1	Well6	40	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	509	SABER_Plate_1-Well6-40	SABER_Plate_1	Well6	40	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	4029	SABER_Plate_1-Well1-36	SABER_Plate_1	Well1	36	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	3073	SABER_Plate_1-Well1-36	SABER_Plate_1	Well1	36	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	1917	SABER_Plate_1-Well1-36	SABER_Plate_1	Well1	36	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	1348	SABER_Plate_1-Well1-36	SABER_Plate_1	Well1	36	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	841	SABER_Plate_1-Well1-36	SABER_Plate_1	Well1	36	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	877	SABER_Plate_1-Well2-80	SABER_Plate_1	Well2	80	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	477	SABER_Plate_1-Well2-80	SABER_Plate_1	Well2	80	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	370	SABER_Plate_1-Well2-80	SABER_Plate_1	Well2	80	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	143	SABER_Plate_1-Well2-80	SABER_Plate_1	Well2	80	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	118	SABER_Plate_1-Well2-80	SABER_Plate_1	Well2	80	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	4931	SABER_Plate_1-Well4-24	SABER_Plate_1	Well4	24	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	3481	SABER_Plate_1-Well4-24	SABER_Plate_1	Well4	24	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	1589	SABER_Plate_1-Well4-24	SABER_Plate_1	Well4	24	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	593	SABER_Plate_1-Well4-24	SABER_Plate_1	Well4	24	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	567	SABER_Plate_1-Well4-24	SABER_Plate_1	Well4	24	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	3749	SABER_Plate_1-Well3-52	SABER_Plate_1	Well3	52	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	2657	SABER_Plate_1-Well3-52	SABER_Plate_1	Well3	52	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	831	SABER_Plate_1-Well3-52	SABER_Plate_1	Well3	52	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	767	SABER_Plate_1-Well3-52	SABER_Plate_1	Well3	52	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	521	SABER_Plate_1-Well3-52	SABER_Plate_1	Well3	52	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	4615	SABER_Plate_1-Well2-44	SABER_Plate_1	Well2	44	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	2906	SABER_Plate_1-Well2-44	SABER_Plate_1	Well2	44	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	1565	SABER_Plate_1-Well2-44	SABER_Plate_1	Well2	44	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	996	SABER_Plate_1-Well2-44	SABER_Plate_1	Well2	44	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	718	SABER_Plate_1-Well2-44	SABER_Plate_1	Well2	44	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	3429	SABER_Plate_1-Well1-72	SABER_Plate_1	Well1	72	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	2952	SABER_Plate_1-Well1-72	SABER_Plate_1	Well1	72	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	1615	SABER_Plate_1-Well1-72	SABER_Plate_1	Well1	72	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	1252	SABER_Plate_1-Well1-72	SABER_Plate_1	Well1	72	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	984	SABER_Plate_1-Well1-72	SABER_Plate_1	Well1	72	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	4785	SABER_Plate_1-Well3-16	SABER_Plate_1	Well3	16	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	3720	SABER_Plate_1-Well3-16	SABER_Plate_1	Well3	16	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	3478	SABER_Plate_1-Well3-16	SABER_Plate_1	Well3	16	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	1464	SABER_Plate_1-Well3-16	SABER_Plate_1	Well3	16	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	901	SABER_Plate_1-Well3-16	SABER_Plate_1	Well3	16	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	1822	SABER_Plate_1-Well4-60	SABER_Plate_1	Well4	60	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	1645	SABER_Plate_1-Well4-60	SABER_Plate_1	Well4	60	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	924	SABER_Plate_1-Well4-60	SABER_Plate_1	Well4	60	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	535	SABER_Plate_1-Well4-60	SABER_Plate_1	Well4	60	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	281	SABER_Plate_1-Well4-60	SABER_Plate_1	Well4	60	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	3555	SABER_Plate_1-Well5-32	SABER_Plate_1	Well5	32	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	3229	SABER_Plate_1-Well5-32	SABER_Plate_1	Well5	32	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	1990	SABER_Plate_1-Well5-32	SABER_Plate_1	Well5	32	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	1504	SABER_Plate_1-Well5-32	SABER_Plate_1	Well5	32	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	1446	SABER_Plate_1-Well5-32	SABER_Plate_1	Well5	32	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	5734	SABER_Plate_1-Well2-26	SABER_Plate_1	Well2	26	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	3717	SABER_Plate_1-Well2-26	SABER_Plate_1	Well2	26	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	3393	SABER_Plate_1-Well2-26	SABER_Plate_1	Well2	26	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	771	SABER_Plate_1-Well2-26	SABER_Plate_1	Well2	26	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	571	SABER_Plate_1-Well2-26	SABER_Plate_1	Well2	26	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	4376	SABER_Plate_1-Well1-54	SABER_Plate_1	Well1	54	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	3307	SABER_Plate_1-Well1-54	SABER_Plate_1	Well1	54	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	1373	SABER_Plate_1-Well1-54	SABER_Plate_1	Well1	54	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	692	SABER_Plate_1-Well1-54	SABER_Plate_1	Well1	54	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	677	SABER_Plate_1-Well1-54	SABER_Plate_1	Well1	54	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	3762	SABER_Plate_1-Well4-42	SABER_Plate_1	Well4	42	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	2832	SABER_Plate_1-Well4-42	SABER_Plate_1	Well4	42	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	1290	SABER_Plate_1-Well4-42	SABER_Plate_1	Well4	42	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	897	SABER_Plate_1-Well4-42	SABER_Plate_1	Well4	42	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	770	SABER_Plate_1-Well4-42	SABER_Plate_1	Well4	42	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	3741	SABER_Plate_1-Well5-14	SABER_Plate_1	Well5	14	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	3342	SABER_Plate_1-Well5-14	SABER_Plate_1	Well5	14	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	2178	SABER_Plate_1-Well5-14	SABER_Plate_1	Well5	14	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	1396	SABER_Plate_1-Well5-14	SABER_Plate_1	Well5	14	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	1342	SABER_Plate_1-Well5-14	SABER_Plate_1	Well5	14	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	2593	SABER_Plate_1-Well3-70	SABER_Plate_1	Well3	70	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	2458	SABER_Plate_1-Well3-70	SABER_Plate_1	Well3	70	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	1124	SABER_Plate_1-Well3-70	SABER_Plate_1	Well3	70	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	972	SABER_Plate_1-Well3-70	SABER_Plate_1	Well3	70	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	761	SABER_Plate_1-Well3-70	SABER_Plate_1	Well3	70	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	3571	SABER_Plate_1-Well2-62	SABER_Plate_1	Well2	62	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	3147	SABER_Plate_1-Well2-62	SABER_Plate_1	Well2	62	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	1384	SABER_Plate_1-Well2-62	SABER_Plate_1	Well2	62	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	1043	SABER_Plate_1-Well2-62	SABER_Plate_1	Well2	62	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	1026	SABER_Plate_1-Well2-62	SABER_Plate_1	Well2	62	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	4665	SABER_Plate_1-Well3-34	SABER_Plate_1	Well3	34	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	3070	SABER_Plate_1-Well3-34	SABER_Plate_1	Well3	34	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	1340	SABER_Plate_1-Well3-34	SABER_Plate_1	Well3	34	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	609	SABER_Plate_1-Well3-34	SABER_Plate_1	Well3	34	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	562	SABER_Plate_1-Well3-34	SABER_Plate_1	Well3	34	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	3915	SABER_Plate_1-Well6-22	SABER_Plate_1	Well6	22	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	2602	SABER_Plate_1-Well6-22	SABER_Plate_1	Well6	22	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	2430	SABER_Plate_1-Well6-22	SABER_Plate_1	Well6	22	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	1612	SABER_Plate_1-Well6-22	SABER_Plate_1	Well6	22	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	1551	SABER_Plate_1-Well6-22	SABER_Plate_1	Well6	22	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	3473	SABER_Plate_1-Well1-18	SABER_Plate_1	Well1	18	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	2713	SABER_Plate_1-Well1-18	SABER_Plate_1	Well1	18	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	1691	SABER_Plate_1-Well1-18	SABER_Plate_1	Well1	18	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	1452	SABER_Plate_1-Well1-18	SABER_Plate_1	Well1	18	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	1122	SABER_Plate_1-Well1-18	SABER_Plate_1	Well1	18	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	2888	SABER_Plate_1-Well5-50	SABER_Plate_1	Well5	50	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	2052	SABER_Plate_1-Well5-50	SABER_Plate_1	Well5	50	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	1679	SABER_Plate_1-Well5-50	SABER_Plate_1	Well5	50	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	906	SABER_Plate_1-Well5-50	SABER_Plate_1	Well5	50	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	686	SABER_Plate_1-Well5-50	SABER_Plate_1	Well5	50	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	4823	SABER_Plate_1-Well2-17	SABER_Plate_1	Well2	17	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	3227	SABER_Plate_1-Well2-17	SABER_Plate_1	Well2	17	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	2386	SABER_Plate_1-Well2-17	SABER_Plate_1	Well2	17	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	683	SABER_Plate_1-Well2-17	SABER_Plate_1	Well2	17	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	557	SABER_Plate_1-Well2-17	SABER_Plate_1	Well2	17	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	3941	SABER_Plate_1-Well5-5	SABER_Plate_1	Well5	5	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	3254	SABER_Plate_1-Well5-5	SABER_Plate_1	Well5	5	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	2216	SABER_Plate_1-Well5-5	SABER_Plate_1	Well5	5	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	896	SABER_Plate_1-Well5-5	SABER_Plate_1	Well5	5	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	894	SABER_Plate_1-Well5-5	SABER_Plate_1	Well5	5	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	4969	SABER_Plate_1-Well1-45	SABER_Plate_1	Well1	45	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	3489	SABER_Plate_1-Well1-45	SABER_Plate_1	Well1	45	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	3244	SABER_Plate_1-Well1-45	SABER_Plate_1	Well1	45	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	1056	SABER_Plate_1-Well1-45	SABER_Plate_1	Well1	45	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	660	SABER_Plate_1-Well1-45	SABER_Plate_1	Well1	45	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	4602	SABER_Plate_1-Well4-33	SABER_Plate_1	Well4	33	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	3072	SABER_Plate_1-Well4-33	SABER_Plate_1	Well4	33	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	1290	SABER_Plate_1-Well4-33	SABER_Plate_1	Well4	33	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	549	SABER_Plate_1-Well4-33	SABER_Plate_1	Well4	33	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	548	SABER_Plate_1-Well4-33	SABER_Plate_1	Well4	33	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	2059	SABER_Plate_1-Well3-61	SABER_Plate_1	Well3	61	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	1762	SABER_Plate_1-Well3-61	SABER_Plate_1	Well3	61	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	1261	SABER_Plate_1-Well3-61	SABER_Plate_1	Well3	61	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	538	SABER_Plate_1-Well3-61	SABER_Plate_1	Well3	61	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	533	SABER_Plate_1-Well3-61	SABER_Plate_1	Well3	61	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	4426	SABER_Plate_1-Well2-53	SABER_Plate_1	Well2	53	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	3070	SABER_Plate_1-Well2-53	SABER_Plate_1	Well2	53	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	1256	SABER_Plate_1-Well2-53	SABER_Plate_1	Well2	53	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	865	SABER_Plate_1-Well2-53	SABER_Plate_1	Well2	53	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	704	SABER_Plate_1-Well2-53	SABER_Plate_1	Well2	53	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	4855	SABER_Plate_1-Well3-25	SABER_Plate_1	Well3	25	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	3304	SABER_Plate_1-Well3-25	SABER_Plate_1	Well3	25	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	1849	SABER_Plate_1-Well3-25	SABER_Plate_1	Well3	25	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	721	SABER_Plate_1-Well3-25	SABER_Plate_1	Well3	25	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	665	SABER_Plate_1-Well3-25	SABER_Plate_1	Well3	25	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	3960	SABER_Plate_1-Well6-13	SABER_Plate_1	Well6	13	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	2928	SABER_Plate_1-Well6-13	SABER_Plate_1	Well6	13	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	2854	SABER_Plate_1-Well6-13	SABER_Plate_1	Well6	13	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	1464	SABER_Plate_1-Well6-13	SABER_Plate_1	Well6	13	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	1438	SABER_Plate_1-Well6-13	SABER_Plate_1	Well6	13	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	4135	SABER_Plate_1-Well3-7	SABER_Plate_1	Well3	7	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	2799	SABER_Plate_1-Well3-7	SABER_Plate_1	Well3	7	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	1924	SABER_Plate_1-Well3-7	SABER_Plate_1	Well3	7	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	728	SABER_Plate_1-Well3-7	SABER_Plate_1	Well3	7	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	536	SABER_Plate_1-Well3-7	SABER_Plate_1	Well3	7	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	4162	SABER_Plate_1-Well5-41	SABER_Plate_1	Well5	41	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	3220	SABER_Plate_1-Well5-41	SABER_Plate_1	Well5	41	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	2299	SABER_Plate_1-Well5-41	SABER_Plate_1	Well5	41	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	1092	SABER_Plate_1-Well5-41	SABER_Plate_1	Well5	41	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	1043	SABER_Plate_1-Well5-41	SABER_Plate_1	Well5	41	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	4863	SABER_Plate_1-Well2-35	SABER_Plate_1	Well2	35	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	3240	SABER_Plate_1-Well2-35	SABER_Plate_1	Well2	35	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	2582	SABER_Plate_1-Well2-35	SABER_Plate_1	Well2	35	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	1608	SABER_Plate_1-Well2-35	SABER_Plate_1	Well2	35	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	675	SABER_Plate_1-Well2-35	SABER_Plate_1	Well2	35	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	4031	SABER_Plate_1-Well1-63	SABER_Plate_1	Well1	63	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	3197	SABER_Plate_1-Well1-63	SABER_Plate_1	Well1	63	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	1313	SABER_Plate_1-Well1-63	SABER_Plate_1	Well1	63	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	859	SABER_Plate_1-Well1-63	SABER_Plate_1	Well1	63	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	767	SABER_Plate_1-Well1-63	SABER_Plate_1	Well1	63	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	2933	SABER_Plate_1-Well6-4	SABER_Plate_1	Well6	4	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	2618	SABER_Plate_1-Well6-4	SABER_Plate_1	Well6	4	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	2293	SABER_Plate_1-Well6-4	SABER_Plate_1	Well6	4	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	1421	SABER_Plate_1-Well6-4	SABER_Plate_1	Well6	4	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	1005	SABER_Plate_1-Well6-4	SABER_Plate_1	Well6	4	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	1554	SABER_Plate_1-Well2-8	SABER_Plate_1	Well2	8	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	1110	SABER_Plate_1-Well2-8	SABER_Plate_1	Well2	8	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	607	SABER_Plate_1-Well2-8	SABER_Plate_1	Well2	8	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	172	SABER_Plate_1-Well2-8	SABER_Plate_1	Well2	8	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	170	SABER_Plate_1-Well2-8	SABER_Plate_1	Well2	8	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	3638	SABER_Plate_1-Well4-51	SABER_Plate_1	Well4	51	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	2996	SABER_Plate_1-Well4-51	SABER_Plate_1	Well4	51	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	1674	SABER_Plate_1-Well4-51	SABER_Plate_1	Well4	51	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	906	SABER_Plate_1-Well4-51	SABER_Plate_1	Well4	51	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	903	SABER_Plate_1-Well4-51	SABER_Plate_1	Well4	51	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	3937	SABER_Plate_1-Well5-23	SABER_Plate_1	Well5	23	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	3311	SABER_Plate_1-Well5-23	SABER_Plate_1	Well5	23	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	1617	SABER_Plate_1-Well5-23	SABER_Plate_1	Well5	23	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	1119	SABER_Plate_1-Well5-23	SABER_Plate_1	Well5	23	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	960	SABER_Plate_1-Well5-23	SABER_Plate_1	Well5	23	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	4671	SABER_Plate_1-Well4-15	SABER_Plate_1	Well4	15	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	3662	SABER_Plate_1-Well4-15	SABER_Plate_1	Well4	15	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	2976	SABER_Plate_1-Well4-15	SABER_Plate_1	Well4	15	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	1046	SABER_Plate_1-Well4-15	SABER_Plate_1	Well4	15	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	877	SABER_Plate_1-Well4-15	SABER_Plate_1	Well4	15	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	4835	SABER_Plate_1-Well3-43	SABER_Plate_1	Well3	43	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	3290	SABER_Plate_1-Well3-43	SABER_Plate_1	Well3	43	ALLBATCHES___SABER_Plate_1___ALLWELLS
Empty	1541	SABER_Plate_1-Well3-43	SABER_Plate_1	Well3	43	ALLBATCHES___SABER_Plate_1___ALLWELLS
Great	641	SABER_Plate_1-Well3-43	SABER_Plate_1	Well3	43	ALLBATCHES___SABER_Plate_1___ALLWELLS
Imperfect	482	SABER_Plate_1-Well3-43	SABER_Plate_1	Well3	43	ALLBATCHES___SABER_Plate_1___ALLWELLS
Bad	1894	SABER_Plate_1-Well6-31	SABER_Plate_1	Well6	31	ALLBATCHES___SABER_Plate_1___ALLWELLS
Perfect	1720	SABER_Plate_1-Well6-31	SABER_Plate_1	Well6	31	ALLBATCHES___SABER_Plate_1___ALLWELLS
