Cell_Quality	cell_count	site	plate	well	site_location	Metadata_dataset_split
Imperfect	922	SABER_Plate_2-Well6-67	SABER_Plate_2	Well6	67	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	3075	SABER_Plate_2-Well2-89	SABER_Plate_2	Well2	89	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	1857	SABER_Plate_2-Well2-89	SABER_Plate_2	Well2	89	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	1849	SABER_Plate_2-Well2-89	SABER_Plate_2	Well2	89	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	337	SABER_Plate_2-Well2-89	SABER_Plate_2	Well2	89	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	267	SABER_Plate_2-Well2-89	SABER_Plate_2	Well2	89	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	3285	SABER_Plate_2-Well5-77	SABER_Plate_2	Well5	77	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	2844	SABER_Plate_2-Well5-77	SABER_Plate_2	Well5	77	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	1711	SABER_Plate_2-Well5-77	SABER_Plate_2	Well5	77	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	1560	SABER_Plate_2-Well5-77	SABER_Plate_2	Well5	77	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	1257	SABER_Plate_2-Well5-77	SABER_Plate_2	Well5	77	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	3614	SABER_Plate_2-Well6-49	SABER_Plate_2	Well6	49	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	2399	SABER_Plate_2-Well6-49	SABER_Plate_2	Well6	49	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	995	SABER_Plate_2-Well6-49	SABER_Plate_2	Well6	49	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	885	SABER_Plate_2-Well6-49	SABER_Plate_2	Well6	49	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	786	SABER_Plate_2-Well6-49	SABER_Plate_2	Well6	49	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	4122	SABER_Plate_2-Well3-97	SABER_Plate_2	Well3	97	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	3758	SABER_Plate_2-Well3-97	SABER_Plate_2	Well3	97	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	3352	SABER_Plate_2-Well3-97	SABER_Plate_2	Well3	97	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	1835	SABER_Plate_2-Well3-97	SABER_Plate_2	Well3	97	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	1064	SABER_Plate_2-Well3-97	SABER_Plate_2	Well3	97	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	3208	SABER_Plate_2-Well4-69	SABER_Plate_2	Well4	69	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	2199	SABER_Plate_2-Well4-69	SABER_Plate_2	Well4	69	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	1874	SABER_Plate_2-Well4-69	SABER_Plate_2	Well4	69	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	1844	SABER_Plate_2-Well4-69	SABER_Plate_2	Well4	69	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	1713	SABER_Plate_2-Well4-69	SABER_Plate_2	Well4	69	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	3398	SABER_Plate_2-Well6-85	SABER_Plate_2	Well6	85	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	2759	SABER_Plate_2-Well6-85	SABER_Plate_2	Well6	85	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	1227	SABER_Plate_2-Well6-85	SABER_Plate_2	Well6	85	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	1181	SABER_Plate_2-Well6-85	SABER_Plate_2	Well6	85	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	922	SABER_Plate_2-Well6-85	SABER_Plate_2	Well6	85	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	3623	SABER_Plate_2-Well5-68	SABER_Plate_2	Well5	68	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	3043	SABER_Plate_2-Well5-68	SABER_Plate_2	Well5	68	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	2123	SABER_Plate_2-Well5-68	SABER_Plate_2	Well5	68	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	1453	SABER_Plate_2-Well5-68	SABER_Plate_2	Well5	68	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	1223	SABER_Plate_2-Well5-68	SABER_Plate_2	Well5	68	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	3046	SABER_Plate_2-Well4-96	SABER_Plate_2	Well4	96	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	3032	SABER_Plate_2-Well4-96	SABER_Plate_2	Well4	96	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	2548	SABER_Plate_2-Well4-96	SABER_Plate_2	Well4	96	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	1557	SABER_Plate_2-Well4-96	SABER_Plate_2	Well4	96	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	1227	SABER_Plate_2-Well4-96	SABER_Plate_2	Well4	96	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	3582	SABER_Plate_2-Well3-88	SABER_Plate_2	Well3	88	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	2967	SABER_Plate_2-Well3-88	SABER_Plate_2	Well3	88	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	2027	SABER_Plate_2-Well3-88	SABER_Plate_2	Well3	88	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	1445	SABER_Plate_2-Well3-88	SABER_Plate_2	Well3	88	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	1382	SABER_Plate_2-Well3-88	SABER_Plate_2	Well3	88	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	3207	SABER_Plate_2-Well6-76	SABER_Plate_2	Well6	76	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	3001	SABER_Plate_2-Well6-76	SABER_Plate_2	Well6	76	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	1579	SABER_Plate_2-Well6-76	SABER_Plate_2	Well6	76	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	1397	SABER_Plate_2-Well6-76	SABER_Plate_2	Well6	76	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	1349	SABER_Plate_2-Well6-76	SABER_Plate_2	Well6	76	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	2303	SABER_Plate_2-Well2-98	SABER_Plate_2	Well2	98	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	1995	SABER_Plate_2-Well2-98	SABER_Plate_2	Well2	98	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	1359	SABER_Plate_2-Well2-98	SABER_Plate_2	Well2	98	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	337	SABER_Plate_2-Well2-98	SABER_Plate_2	Well2	98	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	189	SABER_Plate_2-Well2-98	SABER_Plate_2	Well2	98	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	3540	SABER_Plate_2-Well5-86	SABER_Plate_2	Well5	86	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	2803	SABER_Plate_2-Well5-86	SABER_Plate_2	Well5	86	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	1800	SABER_Plate_2-Well5-86	SABER_Plate_2	Well5	86	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	1413	SABER_Plate_2-Well5-86	SABER_Plate_2	Well5	86	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	1106	SABER_Plate_2-Well5-86	SABER_Plate_2	Well5	86	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	3790	SABER_Plate_2-Well6-58	SABER_Plate_2	Well6	58	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	2769	SABER_Plate_2-Well6-58	SABER_Plate_2	Well6	58	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	1669	SABER_Plate_2-Well6-58	SABER_Plate_2	Well6	58	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	1255	SABER_Plate_2-Well6-58	SABER_Plate_2	Well6	58	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	945	SABER_Plate_2-Well6-58	SABER_Plate_2	Well6	58	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	3191	SABER_Plate_2-Well4-78	SABER_Plate_2	Well4	78	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	2377	SABER_Plate_2-Well4-78	SABER_Plate_2	Well4	78	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	1880	SABER_Plate_2-Well4-78	SABER_Plate_2	Well4	78	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	1782	SABER_Plate_2-Well4-78	SABER_Plate_2	Well4	78	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	1767	SABER_Plate_2-Well4-78	SABER_Plate_2	Well4	78	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	2946	SABER_Plate_2-Well6-94	SABER_Plate_2	Well6	94	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	1890	SABER_Plate_2-Well6-94	SABER_Plate_2	Well6	94	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	1717	SABER_Plate_2-Well6-94	SABER_Plate_2	Well6	94	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	1254	SABER_Plate_2-Well6-94	SABER_Plate_2	Well6	94	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	1142	SABER_Plate_2-Well6-94	SABER_Plate_2	Well6	94	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	4625	SABER_Plate_2-Well3-44	SABER_Plate_2	Well3	44	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	2971	SABER_Plate_2-Well3-44	SABER_Plate_2	Well3	44	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	1275	SABER_Plate_2-Well3-44	SABER_Plate_2	Well3	44	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	507	SABER_Plate_2-Well3-44	SABER_Plate_2	Well3	44	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	499	SABER_Plate_2-Well3-44	SABER_Plate_2	Well3	44	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	3439	SABER_Plate_2-Well2-72	SABER_Plate_2	Well2	72	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	2896	SABER_Plate_2-Well2-72	SABER_Plate_2	Well2	72	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	1508	SABER_Plate_2-Well2-72	SABER_Plate_2	Well2	72	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	1036	SABER_Plate_2-Well2-72	SABER_Plate_2	Well2	72	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	990	SABER_Plate_2-Well2-72	SABER_Plate_2	Well2	72	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	2944	SABER_Plate_2-Well4-16	SABER_Plate_2	Well4	16	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	2005	SABER_Plate_2-Well4-16	SABER_Plate_2	Well4	16	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	1893	SABER_Plate_2-Well4-16	SABER_Plate_2	Well4	16	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	1655	SABER_Plate_2-Well4-16	SABER_Plate_2	Well4	16	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	1511	SABER_Plate_2-Well4-16	SABER_Plate_2	Well4	16	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	3525	SABER_Plate_2-Well5-60	SABER_Plate_2	Well5	60	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	3434	SABER_Plate_2-Well5-60	SABER_Plate_2	Well5	60	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	1680	SABER_Plate_2-Well5-60	SABER_Plate_2	Well5	60	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	1448	SABER_Plate_2-Well5-60	SABER_Plate_2	Well5	60	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	1352	SABER_Plate_2-Well5-60	SABER_Plate_2	Well5	60	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	4581	SABER_Plate_2-Well6-32	SABER_Plate_2	Well6	32	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	2961	SABER_Plate_2-Well6-32	SABER_Plate_2	Well6	32	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	2145	SABER_Plate_2-Well6-32	SABER_Plate_2	Well6	32	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	887	SABER_Plate_2-Well6-32	SABER_Plate_2	Well6	32	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	707	SABER_Plate_2-Well6-32	SABER_Plate_2	Well6	32	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	1289	SABER_Plate_2-Well3-80	SABER_Plate_2	Well3	80	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	1221	SABER_Plate_2-Well3-80	SABER_Plate_2	Well3	80	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	1042	SABER_Plate_2-Well3-80	SABER_Plate_2	Well3	80	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	383	SABER_Plate_2-Well3-80	SABER_Plate_2	Well3	80	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	287	SABER_Plate_2-Well3-80	SABER_Plate_2	Well3	80	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	4089	SABER_Plate_2-Well5-24	SABER_Plate_2	Well5	24	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	2935	SABER_Plate_2-Well5-24	SABER_Plate_2	Well5	24	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	1617	SABER_Plate_2-Well5-24	SABER_Plate_2	Well5	24	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	1063	SABER_Plate_2-Well5-24	SABER_Plate_2	Well5	24	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	843	SABER_Plate_2-Well5-24	SABER_Plate_2	Well5	24	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	2753	SABER_Plate_2-Well4-52	SABER_Plate_2	Well4	52	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	2391	SABER_Plate_2-Well4-52	SABER_Plate_2	Well4	52	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	1615	SABER_Plate_2-Well4-52	SABER_Plate_2	Well4	52	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	1549	SABER_Plate_2-Well4-52	SABER_Plate_2	Well4	52	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	1387	SABER_Plate_2-Well4-52	SABER_Plate_2	Well4	52	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	5247	SABER_Plate_2-Well2-36	SABER_Plate_2	Well2	36	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	3172	SABER_Plate_2-Well2-36	SABER_Plate_2	Well2	36	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	2127	SABER_Plate_2-Well2-36	SABER_Plate_2	Well2	36	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	573	SABER_Plate_2-Well2-36	SABER_Plate_2	Well2	36	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	505	SABER_Plate_2-Well2-36	SABER_Plate_2	Well2	36	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	3364	SABER_Plate_2-Well3-62	SABER_Plate_2	Well3	62	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	2841	SABER_Plate_2-Well3-62	SABER_Plate_2	Well3	62	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	1320	SABER_Plate_2-Well3-62	SABER_Plate_2	Well3	62	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	994	SABER_Plate_2-Well3-62	SABER_Plate_2	Well3	62	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	833	SABER_Plate_2-Well3-62	SABER_Plate_2	Well3	62	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	3147	SABER_Plate_2-Well4-34	SABER_Plate_2	Well4	34	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	3051	SABER_Plate_2-Well4-34	SABER_Plate_2	Well4	34	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	1505	SABER_Plate_2-Well4-34	SABER_Plate_2	Well4	34	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	1337	SABER_Plate_2-Well4-34	SABER_Plate_2	Well4	34	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	1228	SABER_Plate_2-Well4-34	SABER_Plate_2	Well4	34	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	5019	SABER_Plate_2-Well2-18	SABER_Plate_2	Well2	18	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	3050	SABER_Plate_2-Well2-18	SABER_Plate_2	Well2	18	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	2704	SABER_Plate_2-Well2-18	SABER_Plate_2	Well2	18	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	746	SABER_Plate_2-Well2-18	SABER_Plate_2	Well2	18	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	618	SABER_Plate_2-Well2-18	SABER_Plate_2	Well2	18	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	3422	SABER_Plate_2-Well6-50	SABER_Plate_2	Well6	50	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	2610	SABER_Plate_2-Well6-50	SABER_Plate_2	Well6	50	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	881	SABER_Plate_2-Well6-50	SABER_Plate_2	Well6	50	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	839	SABER_Plate_2-Well6-50	SABER_Plate_2	Well6	50	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	835	SABER_Plate_2-Well6-50	SABER_Plate_2	Well6	50	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	2705	SABER_Plate_2-Well5-42	SABER_Plate_2	Well5	42	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	2219	SABER_Plate_2-Well5-42	SABER_Plate_2	Well5	42	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	1997	SABER_Plate_2-Well5-42	SABER_Plate_2	Well5	42	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	1542	SABER_Plate_2-Well5-42	SABER_Plate_2	Well5	42	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	1505	SABER_Plate_2-Well5-42	SABER_Plate_2	Well5	42	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	3529	SABER_Plate_2-Well6-14	SABER_Plate_2	Well6	14	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	2829	SABER_Plate_2-Well6-14	SABER_Plate_2	Well6	14	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	2053	SABER_Plate_2-Well6-14	SABER_Plate_2	Well6	14	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	1554	SABER_Plate_2-Well6-14	SABER_Plate_2	Well6	14	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	1034	SABER_Plate_2-Well6-14	SABER_Plate_2	Well6	14	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	3443	SABER_Plate_2-Well4-70	SABER_Plate_2	Well4	70	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	2555	SABER_Plate_2-Well4-70	SABER_Plate_2	Well4	70	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	2073	SABER_Plate_2-Well4-70	SABER_Plate_2	Well4	70	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	1719	SABER_Plate_2-Well4-70	SABER_Plate_2	Well4	70	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	1545	SABER_Plate_2-Well4-70	SABER_Plate_2	Well4	70	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	4450	SABER_Plate_2-Well2-54	SABER_Plate_2	Well2	54	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	2714	SABER_Plate_2-Well2-54	SABER_Plate_2	Well2	54	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	1038	SABER_Plate_2-Well2-54	SABER_Plate_2	Well2	54	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	568	SABER_Plate_2-Well2-54	SABER_Plate_2	Well2	54	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	501	SABER_Plate_2-Well2-54	SABER_Plate_2	Well2	54	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	4638	SABER_Plate_2-Well3-26	SABER_Plate_2	Well3	26	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	3060	SABER_Plate_2-Well3-26	SABER_Plate_2	Well3	26	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	1545	SABER_Plate_2-Well3-26	SABER_Plate_2	Well3	26	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	744	SABER_Plate_2-Well3-26	SABER_Plate_2	Well3	26	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	657	SABER_Plate_2-Well3-26	SABER_Plate_2	Well3	26	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	3346	SABER_Plate_2-Well3-53	SABER_Plate_2	Well3	53	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	2563	SABER_Plate_2-Well3-53	SABER_Plate_2	Well3	53	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	1410	SABER_Plate_2-Well3-53	SABER_Plate_2	Well3	53	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	1092	SABER_Plate_2-Well3-53	SABER_Plate_2	Well3	53	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	878	SABER_Plate_2-Well3-53	SABER_Plate_2	Well3	53	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	3010	SABER_Plate_2-Well4-25	SABER_Plate_2	Well4	25	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	2555	SABER_Plate_2-Well4-25	SABER_Plate_2	Well4	25	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	1609	SABER_Plate_2-Well4-25	SABER_Plate_2	Well4	25	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	1492	SABER_Plate_2-Well4-25	SABER_Plate_2	Well4	25	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	1379	SABER_Plate_2-Well4-25	SABER_Plate_2	Well4	25	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	3043	SABER_Plate_2-Well5-6	SABER_Plate_2	Well5	6	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	2790	SABER_Plate_2-Well5-6	SABER_Plate_2	Well5	6	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	2422	SABER_Plate_2-Well5-6	SABER_Plate_2	Well5	6	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	2186	SABER_Plate_2-Well5-6	SABER_Plate_2	Well5	6	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	1368	SABER_Plate_2-Well5-6	SABER_Plate_2	Well5	6	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	4007	SABER_Plate_2-Well6-41	SABER_Plate_2	Well6	41	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	3183	SABER_Plate_2-Well6-41	SABER_Plate_2	Well6	41	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	2659	SABER_Plate_2-Well6-41	SABER_Plate_2	Well6	41	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	1163	SABER_Plate_2-Well6-41	SABER_Plate_2	Well6	41	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	898	SABER_Plate_2-Well6-41	SABER_Plate_2	Well6	41	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	2929	SABER_Plate_2-Well5-33	SABER_Plate_2	Well5	33	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	2732	SABER_Plate_2-Well5-33	SABER_Plate_2	Well5	33	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	2022	SABER_Plate_2-Well5-33	SABER_Plate_2	Well5	33	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	1534	SABER_Plate_2-Well5-33	SABER_Plate_2	Well5	33	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	1117	SABER_Plate_2-Well5-33	SABER_Plate_2	Well5	33	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	2147	SABER_Plate_2-Well3-8	SABER_Plate_2	Well3	8	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	1289	SABER_Plate_2-Well3-8	SABER_Plate_2	Well3	8	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	1205	SABER_Plate_2-Well3-8	SABER_Plate_2	Well3	8	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	246	SABER_Plate_2-Well3-8	SABER_Plate_2	Well3	8	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	184	SABER_Plate_2-Well3-8	SABER_Plate_2	Well3	8	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	2013	SABER_Plate_2-Well4-61	SABER_Plate_2	Well4	61	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	1708	SABER_Plate_2-Well4-61	SABER_Plate_2	Well4	61	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	1554	SABER_Plate_2-Well4-61	SABER_Plate_2	Well4	61	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	1216	SABER_Plate_2-Well4-61	SABER_Plate_2	Well4	61	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	884	SABER_Plate_2-Well4-61	SABER_Plate_2	Well4	61	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	5614	SABER_Plate_2-Well2-45	SABER_Plate_2	Well2	45	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	3134	SABER_Plate_2-Well2-45	SABER_Plate_2	Well2	45	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	3021	SABER_Plate_2-Well2-45	SABER_Plate_2	Well2	45	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	759	SABER_Plate_2-Well2-45	SABER_Plate_2	Well2	45	ALLBATCHES___SABER_Plate_2___ALLWELLS
Imperfect	470	SABER_Plate_2-Well2-45	SABER_Plate_2	Well2	45	ALLBATCHES___SABER_Plate_2___ALLWELLS
Perfect	4487	SABER_Plate_2-Well3-17	SABER_Plate_2	Well3	17	ALLBATCHES___SABER_Plate_2___ALLWELLS
Bad	3253	SABER_Plate_2-Well3-17	SABER_Plate_2	Well3	17	ALLBATCHES___SABER_Plate_2___ALLWELLS
Empty	2345	SABER_Plate_2-Well3-17	SABER_Plate_2	Well3	17	ALLBATCHES___SABER_Plate_2___ALLWELLS
Great	988	SABER_Plate_2-Well3-17	SABER_Plate_2	Well3	17	ALLBATCHES___SABER_Plate_2___ALLWELLS
